number,spam_label,reported_by_users,avg_call_frequency,avg_call_duration,no_of_unique_contacts,report_ratio,most_active_hour
7565253068,spam,451,31,24,3,3.63,6
9203280769,not_spam,1,3,288,86,0.04,22
7186585485,spam,58,53,35,10,1.01,0
8227634609,spam,100,84,50,8,4.82,2
7300247674,not_spam,2,5,460,64,0.02,10
7290967087,spam,157,68,54,13,2.02,4
6871381040,spam,485,50,41,4,2.9,5
6678804227,not_spam,0,5,69,67,0.01,22
8667761810,spam,465,52,55,8,4.87,5
7114232057,not_spam,1,5,349,91,0.02,12
9010592734,spam,444,25,11,9,3.6,6
8439701197,not_spam,2,4,375,88,0.02,15
9975213506,spam,354,44,58,12,4.21,5
9513672286,not_spam,1,8,548,88,0.03,9
7065309682,spam,131,74,33,3,4.3,6
9540348282,not_spam,2,8,108,61,0.02,20
7522569567,not_spam,1,2,77,72,0.05,12
9894851404,not_spam,1,1,293,100,0.03,10
8063474583,not_spam,1,3,375,55,0.05,11
9441101998,spam,389,22,17,2,1.84,1
9393396338,spam,94,78,44,8,1.14,0
6201113790,not_spam,1,5,454,89,0.02,18
6224961003,not_spam,0,4,197,14,0.01,14
6042755534,not_spam,0,7,501,72,0.03,13
7331323677,spam,315,41,23,12,3.42,3
6095395435,not_spam,0,7,501,72,0.03,13
8972792389,spam,232,80,52,7,1.26,1
8513669513,spam,62,34,56,4,4.74,6
7927948269,spam,472,27,13,8,2.68,1
9629500192,spam,97,75,33,5,1.08,2
6111521793,not_spam,2,6,162,71,0.05,13
6214374460,not_spam,0,4,482,51,0.03,14
6545550631,not_spam,1,3,428,69,0.0,17
9653330199,spam,387,88,58,15,2.21,5
6377908978,spam,411,63,27,4,4.03,4
8918380449,not_spam,0,9,502,32,0.04,12
8052598568,not_spam,0,7,316,70,0.01,21
7294321454,not_spam,1,2,60,15,0.01,20
7391855734,not_spam,0,2,330,53,0.04,13
9836003683,spam,376,24,35,15,2.81,0
9333735036,spam,216,59,25,3,4.83,3
6731029929,not_spam,1,8,464,10,0.04,14
6602723147,not_spam,0,4,456,20,0.0,22
6420122790,spam,194,71,33,9,2.12,1
7350017189,spam,177,38,40,2,4.12,5
8611016841,not_spam,1,6,570,62,0.01,13
6329684411,spam,131,74,33,3,4.3,6
7089433470,spam,119,77,53,8,4.75,2
6765203481,spam,114,30,28,11,3.81,5
6254469895,not_spam,1,2,541,23,0.02,16
7883560541,spam,283,65,52,14,3.97,0
7515547253,not_spam,0,5,531,69,0.03,14
8703247784,spam,447,27,52,15,4.83,6
8810931043,not_spam,2,4,323,26,0.0,18
9961236801,spam,380,98,49,13,4.28,5
6402612249,spam,272,98,24,12,1.22,4
9395426344,spam,274,80,23,10,1.58,2
9815378982,spam,173,96,42,13,1.23,3
6515758526,spam,357,85,45,12,2.01,4
8584973669,not_spam,1,8,358,34,0.04,16
6749357963,not_spam,0,7,361,34,0.01,8
7425201129,not_spam,0,8,89,31,0.04,16
6268065033,spam,87,37,36,2,4.67,2
6056487304,not_spam,0,10,583,54,0.05,16
9273625103,spam,408,30,46,12,3.96,1
9116838923,spam,263,80,58,10,4.88,4
6053634799,not_spam,0,5,151,63,0.05,8
8333338885,spam,347,52,37,7,1.2,0
8298045814,not_spam,0,7,362,98,0.01,18
6116527801,not_spam,1,10,264,72,0.02,8
9796340833,not_spam,0,5,371,20,0.03,17
7190596308,not_spam,1,4,125,13,0.03,16
9251985027,spam,164,33,49,3,1.32,4
7574289699,not_spam,1,1,495,25,0.01,21
9303266292,not_spam,0,10,310,54,0.04,17
9944680192,spam,420,50,27,10,4.49,2
7099411372,not_spam,0,4,501,29,0.0,20
8867382008,not_spam,2,6,461,55,0.03,15
6653061926,spam,432,37,48,10,1.82,1
6600819103,spam,179,39,25,2,2.21,0
6634082901,not_spam,0,5,130,43,0.04,20
9642967858,spam,480,85,9,7,4.46,2
8847191095,not_spam,0,5,130,43,0.04,20
7556354675,spam,374,48,6,8,1.04,2
9524065544,not_spam,1,2,520,87,0.03,21
8837267136,not_spam,1,8,333,11,0.05,9
6312618336,spam,180,34,20,11,4.78,6
8864685369,not_spam,2,4,531,96,0.03,19
9017070439,spam,146,68,7,12,2.12,6
7960606691,spam,283,26,55,13,3.84,5
8447869710,not_spam,2,2,135,41,0.01,18
8550862127,not_spam,0,5,115,24,0.03,13
9936523044,not_spam,2,10,432,42,0.02,14
7305266956,spam,122,30,45,2,2.18,2
6687635708,not_spam,2,6,274,29,0.05,11
6084819597,not_spam,0,9,523,40,0.05,17
9813987324,not_spam,2,3,477,22,0.02,14
8166083326,not_spam,1,8,333,11,0.05,9
8898111185,not_spam,1,7,286,48,0.0,8
7502162458,spam,111,89,26,14,3.84,2
7489510290,spam,288,87,56,12,2.38,5
9393776479,not_spam,0,3,266,80,0.0,19
7607465746,spam,477,98,28,6,2.89,5
8885174037,not_spam,1,5,590,61,0.02,20
7354506418,not_spam,2,1,317,44,0.05,10
6649684942,not_spam,0,9,507,82,0.02,22
6028634936,not_spam,2,10,523,55,0.04,20
9621842239,spam,467,62,24,10,2.8,5
6990505934,not_spam,1,6,570,62,0.01,13
9960481900,not_spam,0,6,315,40,0.05,21
7081445083,spam,380,62,26,3,3.69,1
9428563612,not_spam,1,7,556,89,0.01,12
6338790081,spam,234,35,47,15,3.06,3
7267473715,not_spam,2,4,504,53,0.05,13
8905413534,spam,167,39,17,12,3.94,2
9135939964,not_spam,2,2,208,31,0.03,17
7094191450,not_spam,2,10,248,89,0.04,21
9455451060,not_spam,1,5,77,88,0.01,18
6450904451,spam,450,32,52,4,4.39,0
7945995044,not_spam,2,5,244,86,0.03,22
8769769387,spam,389,86,16,12,2.81,2
6568450150,not_spam,1,4,191,49,0.0,10
8368678775,spam,320,75,16,13,4.18,6
9787642126,not_spam,1,5,214,37,0.04,13
6725723431,spam,396,39,59,4,1.66,1
7917680372,not_spam,1,4,125,13,0.03,16
7378909842,spam,76,42,42,10,3.04,3
9168721366,spam,426,73,58,4,3.3,6
9206625458,spam,121,39,48,11,3.26,1
8644835043,spam,167,86,36,12,3.17,2
9979268013,spam,72,74,49,13,4.84,3
7655571407,not_spam,0,7,343,95,0.04,17
9809635307,not_spam,0,10,382,91,0.01,17
8536910938,not_spam,1,1,499,82,0.01,10
9979261615,spam,332,73,53,13,4.79,1
9629368116,not_spam,1,2,520,87,0.03,21
8616399702,not_spam,1,7,514,80,0.05,17
6555526797,not_spam,0,2,527,37,0.02,20
6181947217,not_spam,2,5,276,21,0.0,12
6376175508,spam,465,52,55,8,4.87,5
8779386732,not_spam,1,1,393,68,0.05,18
6565070467,spam,418,92,56,5,1.04,2
9995512875,spam,373,68,9,14,3.97,0
9937890256,spam,283,26,55,13,3.84,5
7328244451,not_spam,2,4,453,66,0.04,18
6709054319,spam,352,65,59,2,4.13,2
8294212342,not_spam,0,6,150,14,0.04,8
8621618465,spam,310,75,12,12,1.09,2
8618810974,not_spam,0,7,466,78,0.03,19
9612568140,spam,477,98,28,6,2.89,5
6242378623,not_spam,2,9,315,85,0.04,22
6303807213,not_spam,2,9,315,85,0.04,22
8396503812,spam,380,98,49,13,4.28,5
8259649118,spam,380,62,26,3,3.69,1
9424455396,spam,254,63,34,10,3.86,6
7327774477,not_spam,2,6,123,49,0.01,10
9767462028,spam,458,50,9,12,4.43,2
8790763618,not_spam,1,2,503,23,0.0,11
6866097282,not_spam,2,10,286,83,0.01,17
8023773139,not_spam,0,1,218,45,0.04,20
9423564674,spam,174,51,30,5,2.17,5
7192531020,spam,216,59,25,3,4.83,3
7844928260,spam,79,89,42,6,2.4,3
7765419938,spam,258,40,58,5,1.49,6
6772390768,spam,70,25,5,14,1.11,5
7622266406,spam,434,97,22,12,3.68,0
6474878649,spam,499,91,29,3,3.28,4
7682022791,spam,118,40,52,13,2.81,1
9556832156,spam,408,30,46,12,3.96,1
7891192378,not_spam,2,8,397,14,0.04,14
6497151905,spam,405,82,19,2,1.56,6
6351131915,not_spam,0,2,122,13,0.04,17
8930397297,not_spam,0,10,583,54,0.05,16
6154389371,spam,469,53,45,7,3.88,3
9723843831,spam,442,88,11,15,3.59,5
6327392177,not_spam,2,8,229,93,0.02,15
6967884265,spam,68,42,14,14,4.84,2
7802661277,not_spam,1,3,375,55,0.05,11
9519866478,not_spam,0,2,561,66,0.0,10
9136614458,spam,234,96,52,10,1.34,0
7501992257,not_spam,0,6,119,74,0.05,20
7845637619,spam,60,57,5,7,3.49,6
8409847992,spam,147,62,29,15,1.99,5
6397201926,spam,404,55,38,15,3.93,6
9361442156,not_spam,0,9,502,32,0.04,12
8652024835,not_spam,1,10,474,73,0.05,18
9829970449,not_spam,1,3,306,51,0.01,12
8453736999,spam,170,34,55,8,4.09,2
8053288119,spam,425,68,40,13,3.07,1
6607033455,spam,405,82,19,2,1.56,6
6900679995,not_spam,1,9,80,86,0.01,10
6651533516,spam,439,76,21,13,1.15,4
7188060394,spam,460,94,54,7,4.23,2
7155495991,not_spam,1,5,590,61,0.02,20
9879851284,not_spam,2,9,418,91,0.03,11
8314745761,not_spam,1,5,396,93,0.04,21
7339063721,not_spam,1,8,586,22,0.04,18
9509345395,not_spam,2,2,208,31,0.03,17
6672003839,not_spam,0,6,121,82,0.03,12
6115873284,spam,255,75,27,6,3.91,6
8677338392,not_spam,0,7,362,98,0.01,18
8590558757,spam,499,91,29,3,3.28,4
9371719744,not_spam,0,8,134,39,0.01,22
6951693220,spam,129,66,44,4,3.95,5
6561756430,not_spam,1,2,60,15,0.01,20
9022333075,spam,461,25,6,6,3.94,3
6638912390,not_spam,1,1,279,52,0.02,13
7429137085,not_spam,0,7,254,72,0.01,10
8937084398,spam,490,57,57,6,4.4,0
6171768722,spam,355,51,12,4,4.74,6
9481779063,not_spam,0,6,295,47,0.02,15
7323832734,spam,496,53,26,10,4.82,5
7901578852,spam,70,25,5,14,1.11,5
6400906655,spam,270,54,15,2,2.12,6
6798230810,not_spam,1,4,232,26,0.04,14
8292522010,not_spam,1,6,301,21,0.02,18
9601529101,spam,122,92,51,13,1.48,2
7475894658,spam,164,33,49,3,1.32,4
6326393098,not_spam,1,4,84,28,0.03,16
9543093263,not_spam,2,5,276,21,0.0,12
7477714397,spam,180,34,20,11,4.78,6
6954543925,spam,381,98,27,3,1.78,4
9823290467,spam,276,78,12,8,4.93,0
9109829779,not_spam,0,4,456,20,0.0,22
7537553857,spam,264,28,39,13,4.7,6
7560911672,spam,276,64,19,13,3.03,4
8966843595,not_spam,2,1,414,100,0.05,10
8747223627,not_spam,0,10,267,57,0.05,21
7227202246,not_spam,2,10,472,20,0.0,8
7880927034,not_spam,1,3,139,19,0.03,20
6498249018,spam,426,65,52,11,3.42,2
7482766365,not_spam,1,9,595,42,0.02,20
9512269114,not_spam,2,1,281,18,0.04,11
7991375162,not_spam,2,10,315,87,0.04,18
8973636307,spam,373,68,9,14,3.97,0
8604076759,spam,232,80,52,7,1.26,1
7601528413,spam,359,21,60,6,4.82,6
7668994670,not_spam,2,6,168,23,0.02,19
7139908747,spam,300,33,47,7,3.39,1
8524764877,spam,221,76,40,11,4.5,1
6609853196,spam,216,59,25,3,4.83,3
6345082616,not_spam,2,5,480,62,0.02,15
7870815918,spam,381,98,27,3,1.78,4
6720838523,spam,227,79,15,8,1.98,4
7042899568,not_spam,0,7,343,95,0.04,17
8167924146,not_spam,1,8,333,11,0.05,9
8830063428,not_spam,2,8,97,73,0.04,16
7906632128,spam,132,84,41,6,4.54,4
6384677825,spam,109,99,45,4,4.69,1
7059412659,not_spam,2,1,186,24,0.05,20
7024347983,not_spam,1,3,481,82,0.02,20
6800917647,not_spam,2,2,302,61,0.03,20
9195843158,spam,93,94,12,3,1.43,6
8447121702,not_spam,1,10,582,72,0.04,21
9544804737,not_spam,1,7,112,66,0.01,17
9485775035,not_spam,2,5,504,58,0.05,18
7498301704,not_spam,1,3,278,24,0.05,8
7930912560,not_spam,1,3,499,58,0.03,19
9574937991,spam,147,78,46,4,4.57,2
8922576650,not_spam,1,9,431,66,0.04,15
7327394535,not_spam,1,3,431,84,0.02,20
8830779040,spam,480,93,27,9,1.98,4
6898631752,spam,138,88,25,2,3.73,1
7585177764,not_spam,0,6,189,98,0.05,21
8994774683,spam,418,65,43,9,4.07,6
8847564082,spam,72,74,49,13,4.84,3
8368614472,spam,185,74,30,14,4.48,6
6439204700,spam,230,87,57,11,1.1,2
9744421084,spam,293,57,37,11,3.36,3
6051899203,not_spam,2,3,600,48,0.02,13
9913043336,spam,471,29,43,9,1.61,6
9942510611,spam,110,59,23,9,3.84,5
6000431214,not_spam,1,5,513,98,0.03,16
7877456862,spam,131,35,33,10,2.24,3
6997461180,spam,170,82,49,8,3.1,2
6719657457,not_spam,1,10,357,88,0.01,20
6109626979,spam,472,52,18,4,3.01,0
9149093976,not_spam,1,9,222,89,0.04,19
9185046412,not_spam,0,2,102,63,0.04,22
8289666853,not_spam,1,2,77,72,0.05,12
9127544630,not_spam,2,2,316,71,0.01,19
7587880361,spam,315,88,38,8,1.97,4
7981467666,not_spam,2,9,115,39,0.04,20
9553908793,spam,272,98,24,12,1.22,4
9943000714,not_spam,1,4,441,28,0.02,10
9010772377,not_spam,2,6,355,71,0.01,16
8191014658,not_spam,1,1,478,19,0.03,8
7015042192,not_spam,1,9,222,89,0.04,19
9265073513,not_spam,2,9,308,84,0.0,17
9712717550,spam,140,66,16,15,3.01,6
9604091178,not_spam,1,3,278,24,0.05,8
8259823609,not_spam,0,9,523,40,0.05,17
9243863242,spam,162,43,57,10,2.25,0
6404437460,spam,369,62,32,2,3.42,2
9802310662,spam,447,27,52,15,4.83,6
9904345170,not_spam,2,6,355,71,0.01,16
9675323746,spam,76,42,42,10,3.04,3
8874747063,spam,404,55,38,15,3.93,6
8885513852,spam,78,76,58,3,3.1,1
8400840527,not_spam,2,3,130,35,0.02,18
9065834125,spam,399,47,26,7,4.76,0
6660834197,not_spam,2,5,181,84,0.05,15
6698018798,spam,474,68,39,11,1.66,6
6479610322,not_spam,1,7,538,35,0.03,9
8277431537,not_spam,1,10,357,88,0.01,20
7689578355,not_spam,2,3,459,18,0.04,18
7295703188,spam,204,78,31,3,2.49,0
9644801398,spam,296,27,58,5,2.6,1
7570459203,spam,282,42,29,3,4.98,0
6351703829,not_spam,0,10,279,98,0.05,13
8988496505,spam,184,42,39,3,4.64,2
6766480234,not_spam,2,4,274,68,0.05,19
8241477904,not_spam,0,4,456,20,0.0,22
9550100918,not_spam,0,4,193,21,0.0,17
8279688428,spam,434,97,22,12,3.68,0
7070844857,not_spam,2,9,147,59,0.05,11
6360445201,not_spam,1,3,375,55,0.05,11
6842627935,spam,155,65,14,14,4.66,2
7213660699,not_spam,2,5,460,64,0.02,10
8120127706,not_spam,1,3,431,84,0.02,20
8617600749,spam,170,34,55,8,4.09,2
7867544589,not_spam,2,7,274,99,0.01,10
9581680790,not_spam,1,6,570,62,0.01,13
6657668746,not_spam,1,7,135,76,0.02,22
8043209604,spam,355,93,40,13,3.33,6
8993578109,spam,347,31,6,9,1.39,4
8338196962,not_spam,0,6,508,24,0.05,21
6056821777,not_spam,2,6,274,29,0.05,11
9355188249,spam,319,43,38,5,1.68,1
9399679460,spam,439,76,21,13,1.15,4
9704310614,spam,165,23,11,11,4.29,6
9230500042,not_spam,2,7,318,11,0.02,9
9189632753,not_spam,1,10,190,81,0.0,9
7038753357,not_spam,2,2,213,57,0.02,8
6617970723,spam,313,97,52,11,4.15,1
9219499742,spam,474,68,39,11,1.66,6
6827869800,not_spam,0,4,267,91,0.04,22
6692385528,spam,167,86,36,12,3.17,2
6991340026,spam,373,69,17,2,3.11,2
7392027669,spam,179,39,25,2,2.21,0
6742338533,not_spam,1,8,218,46,0.04,8
9648584179,not_spam,1,10,531,60,0.01,12
8818068878,spam,418,92,56,5,1.04,2
9798300502,spam,263,80,58,10,4.88,4
9050648268,not_spam,2,10,370,76,0.0,17
7004685740,not_spam,2,4,397,11,0.02,9
8991703770,not_spam,2,6,461,55,0.03,15
7875078943,spam,114,30,28,11,3.81,5
9209995323,spam,238,35,40,7,2.57,0
8636744826,spam,173,98,27,3,1.02,3
6564372498,not_spam,1,1,383,24,0.02,8
9075427535,spam,379,46,45,7,2.26,6
9170057583,not_spam,1,7,61,49,0.02,22
8308998097,spam,224,78,21,5,2.36,5
6478851038,not_spam,1,5,349,91,0.02,12
7435242729,spam,173,98,27,3,1.02,3
7097561998,not_spam,0,9,307,57,0.04,9
8755991172,not_spam,1,4,244,13,0.05,14
6884822083,not_spam,2,10,248,89,0.04,21
7716231382,not_spam,0,10,346,57,0.05,13
7051253428,not_spam,1,1,167,15,0.04,21
6903510843,not_spam,1,10,474,73,0.05,18
6659191376,spam,418,92,56,5,1.04,2
7264547319,spam,60,32,56,15,2.01,4
7938926423,not_spam,1,3,278,24,0.05,8
8417789413,not_spam,0,7,375,50,0.01,17
8382275518,spam,357,69,10,12,2.78,5
6453340045,spam,70,54,12,13,4.32,0
7579383685,not_spam,0,3,479,57,0.05,21
6025699417,spam,298,65,58,7,2.41,3
8756322771,not_spam,0,5,333,66,0.05,17
7022820315,not_spam,0,8,127,67,0.03,9
7102846086,spam,423,51,18,7,2.0,2
8071489769,spam,392,55,5,11,2.88,4
6067509220,not_spam,2,3,407,83,0.03,20
7735115110,spam,132,96,45,2,4.16,2
8141845468,not_spam,1,3,185,40,0.0,12
6710196220,spam,174,51,30,5,2.17,5
7246533243,spam,190,85,13,9,2.51,0
8417864572,spam,272,98,24,12,1.22,4
9418580074,not_spam,1,5,503,29,0.02,17
7032860047,not_spam,0,6,124,41,0.04,21
6279101364,not_spam,1,4,549,43,0.02,9
6746709499,not_spam,2,2,380,88,0.01,8
7761466708,not_spam,0,4,197,14,0.01,14
6384543337,not_spam,2,4,531,96,0.03,19
6186857773,spam,136,99,59,7,2.03,5
7283715886,not_spam,2,10,308,39,0.01,12
6402724461,not_spam,1,1,281,35,0.01,18
9606494832,spam,453,25,37,7,3.55,1
6522314896,not_spam,1,6,545,32,0.05,15
7557832379,not_spam,1,8,168,16,0.01,18
8174961541,spam,143,32,56,14,3.06,0
7639252536,not_spam,2,2,290,73,0.01,12
6546035095,not_spam,2,10,472,20,0.0,8
7980110862,not_spam,0,8,217,69,0.05,14
9625435038,spam,457,39,48,3,4.39,3
7900117823,not_spam,1,7,345,84,0.01,15
8015627805,spam,112,30,40,7,2.71,2
6817799046,not_spam,2,3,459,18,0.04,18
6456710793,spam,489,45,26,12,1.59,4
6143895794,spam,372,43,19,2,3.07,1
8227594081,not_spam,1,1,478,19,0.03,8
9004122031,spam,209,52,38,5,2.18,0
6342526434,not_spam,2,10,161,15,0.02,10
9964595847,spam,70,25,5,14,1.11,5
8328657579,not_spam,0,7,487,38,0.03,13
7702693885,not_spam,0,8,217,69,0.05,14
8545898985,spam,64,67,55,14,1.99,2
9624280520,spam,419,59,24,4,2.72,0
7977577361,spam,372,43,19,2,3.07,1
8286367388,not_spam,2,7,274,99,0.01,10
6863132123,not_spam,1,7,286,48,0.0,8
8795092784,not_spam,1,8,276,26,0.02,16
6644593299,spam,326,70,19,6,2.0,2
8279906702,spam,367,74,59,6,2.88,1
7921075496,not_spam,0,7,375,50,0.01,17
7451817925,not_spam,0,2,134,90,0.01,22
8629084414,not_spam,1,7,458,98,0.02,8
7130791988,not_spam,0,5,272,63,0.05,13
6876466870,not_spam,1,6,111,12,0.01,18
8763415179,not_spam,0,1,218,45,0.04,20
9848110786,spam,318,59,15,6,1.84,5
6348883707,not_spam,0,9,409,53,0.05,18
7244452773,not_spam,1,3,360,48,0.03,12
7056089449,spam,420,50,27,10,4.49,2
8067384637,not_spam,0,4,519,31,0.03,17
7887372336,not_spam,1,7,112,66,0.01,17
8949037955,spam,214,70,49,11,1.22,6
6683083005,not_spam,2,6,554,68,0.01,22
9744607754,spam,358,75,9,2,1.9,3
9200822312,spam,444,25,11,9,3.6,6
8090277625,spam,301,31,32,10,4.74,6
8543132275,spam,461,25,6,6,3.94,3
6157077996,spam,132,36,59,5,2.43,1
7505586561,not_spam,1,7,331,75,0.01,19
8004534902,not_spam,1,5,195,25,0.04,21
8376944178,not_spam,2,10,308,39,0.01,12
8053524170,spam,123,34,30,2,3.68,1
7727761899,spam,354,44,58,12,4.21,5
8714627404,spam,352,62,47,12,2.66,1
6834386799,spam,243,29,11,13,2.62,3
8244544066,spam,379,46,45,7,2.26,6
6331269060,spam,118,70,49,12,3.52,4
8782403342,not_spam,2,2,318,64,0.02,15
7010772212,spam,156,78,48,11,4.36,0
6808699908,not_spam,1,7,345,84,0.01,15
7886432620,not_spam,0,4,519,31,0.03,17
9922916572,not_spam,0,4,197,14,0.01,14
8647703723,spam,274,80,23,10,1.58,2
9113647681,spam,125,25,12,7,2.59,2
6963830758,not_spam,1,10,441,58,0.02,16
6300298356,spam,367,37,28,3,2.56,4
7509968655,spam,121,76,15,9,3.4,3
7231710694,not_spam,0,5,371,20,0.03,17
6211872982,not_spam,1,7,458,64,0.02,18
8864518253,not_spam,1,8,333,11,0.05,9
7102381801,not_spam,2,10,559,47,0.03,18
7715803959,not_spam,1,7,278,30,0.03,15
6606811376,not_spam,0,6,197,25,0.04,22
6848249200,not_spam,0,7,361,34,0.01,8
7405150497,spam,175,85,37,13,1.67,2
8384326565,spam,145,82,33,10,3.26,5
6253980147,spam,147,38,48,2,3.36,1
6210239524,spam,147,62,29,15,1.99,5
9415613490,spam,83,64,5,10,3.77,4
8448462217,spam,135,44,14,14,2.74,4
8544963819,not_spam,2,5,276,21,0.0,12
6902144400,spam,82,21,55,7,4.1,3
6693188383,spam,405,59,60,11,1.68,1
6229982503,not_spam,0,1,379,12,0.01,22
6277239923,not_spam,1,5,198,16,0.04,14
8808358038,spam,247,99,15,7,1.88,6
7909840879,spam,300,89,8,15,2.55,0
7543840146,not_spam,2,6,154,80,0.03,15
9689940632,not_spam,0,7,149,97,0.02,21
8549844389,not_spam,2,10,238,35,0.01,9
8839453497,not_spam,2,1,317,44,0.05,10
8373048489,not_spam,0,5,205,34,0.04,14
8592617443,spam,207,53,25,6,4.7,4
9720595075,spam,426,31,6,12,4.52,0
8874040148,not_spam,2,2,302,61,0.03,20
8059133547,not_spam,0,10,583,54,0.05,16
8392232893,spam,258,40,58,5,1.49,6
8191921629,not_spam,1,3,554,74,0.02,12
8487573669,spam,442,52,14,9,1.14,1
7397449771,not_spam,0,4,446,88,0.02,20
6646036979,spam,373,72,54,4,2.85,2
9492550261,spam,201,49,21,13,2.65,5
6823386527,not_spam,1,4,288,32,0.0,11
6016048120,spam,460,94,54,7,4.23,2
6115159280,not_spam,1,9,535,60,0.04,13
7674147814,not_spam,2,6,355,71,0.01,16
9556477174,not_spam,0,10,346,21,0.04,8
8621787269,not_spam,1,5,214,37,0.04,13
8997452177,not_spam,1,3,455,88,0.02,17
7113553816,spam,480,80,14,10,3.24,0
8471055255,not_spam,2,7,318,11,0.02,9
6032034174,spam,125,25,12,7,2.59,2
6135560059,not_spam,0,2,345,96,0.04,14
6548999753,spam,247,78,21,3,2.84,5
9303791703,not_spam,2,3,135,67,0.01,11
9682493936,spam,307,61,17,14,1.47,4
8968460718,not_spam,0,10,496,99,0.04,20
6857943565,spam,364,98,50,6,2.95,3
7304215782,not_spam,1,1,499,82,0.01,10
6994011466,not_spam,0,8,540,20,0.03,13
8362565798,spam,413,68,40,10,2.6,4
9954497542,not_spam,1,3,427,59,0.0,8
9551884665,not_spam,2,1,510,64,0.04,19
6333432667,not_spam,0,8,598,44,0.0,12
8946534524,not_spam,2,9,162,95,0.04,21
9207238888,spam,384,70,39,2,4.17,6
6971119212,not_spam,0,7,316,70,0.01,21
8210231349,spam,481,68,28,8,3.72,4
8375781369,not_spam,0,8,222,84,0.03,15
9375725892,spam,326,70,19,6,2.0,2
6705811176,not_spam,2,2,330,41,0.01,22
6519037320,not_spam,2,1,275,39,0.01,13
9903124248,not_spam,1,4,232,26,0.04,14
6677394912,spam,286,56,47,2,2.52,2
6074123327,not_spam,1,5,327,67,0.02,11
7348650040,spam,489,54,54,14,4.22,5
6255951150,not_spam,2,2,515,100,0.04,18
9676452825,spam,425,68,40,13,3.07,1
7083314051,not_spam,1,6,483,98,0.05,22
8830501220,not_spam,2,7,318,11,0.02,9
6781588591,not_spam,0,10,539,87,0.03,12
8336832765,not_spam,1,4,347,49,0.03,15
7525916935,spam,347,55,16,3,3.85,1
6003032663,spam,259,99,13,14,3.29,3
6704403548,spam,253,96,7,14,4.58,3
6120995146,spam,259,75,39,14,4.14,5
8561351080,not_spam,0,7,466,78,0.03,19
6366673048,not_spam,1,3,455,88,0.02,17
9846671625,spam,275,42,19,9,2.09,4
9096979510,spam,159,96,36,15,2.57,4
6875711810,spam,78,39,53,4,1.12,6
7052797408,spam,394,55,32,12,2.75,3
8577462971,spam,393,36,6,11,1.21,0
7644631092,not_spam,2,6,241,73,0.02,10
8908973496,not_spam,1,2,90,50,0.05,15
8434734619,spam,496,53,26,10,4.82,5
6620369252,not_spam,1,3,278,24,0.05,8
9512456274,spam,349,23,25,5,3.85,1
6537779145,spam,133,74,7,15,2.53,6
9163674050,not_spam,1,8,548,88,0.03,9
7466103213,not_spam,1,4,232,26,0.04,14
9524557635,not_spam,2,1,237,95,0.01,18
9598483580,not_spam,1,2,60,15,0.01,20
9068692414,spam,294,85,17,6,4.5,0
9895321833,not_spam,2,1,281,18,0.04,11
6940974659,not_spam,1,7,484,96,0.02,8
8706993716,not_spam,0,4,517,62,0.05,20
7899614431,not_spam,1,4,347,49,0.03,15
8977778560,spam,396,30,25,6,2.13,3
9820703517,spam,78,39,53,4,1.12,6
9348634644,not_spam,2,6,162,71,0.05,13
6663232956,spam,97,100,57,13,4.86,5
7957382897,not_spam,1,2,498,77,0.03,11
9462101423,not_spam,0,5,115,24,0.03,13
8935727573,not_spam,0,4,115,85,0.02,8
7394398016,spam,369,62,32,2,3.42,2
6904129425,spam,352,65,59,2,4.13,2
9045334831,not_spam,1,5,534,30,0.01,11
8841881646,spam,286,90,21,14,1.18,0
8463212295,not_spam,0,4,446,88,0.02,20
7565982453,spam,354,44,58,12,4.21,5
8355520484,spam,403,29,48,8,1.52,0
9438459841,not_spam,2,1,133,11,0.03,19
9947243568,spam,179,74,45,13,4.43,1
6676766799,not_spam,1,1,565,85,0.03,18
9026381352,spam,381,98,27,3,1.78,4
9891671038,spam,442,61,25,6,1.93,3
8196413216,not_spam,1,2,553,77,0.01,20
9328847203,not_spam,0,2,578,85,0.01,20
7843075549,spam,439,76,21,13,1.15,4
7096688553,spam,443,48,21,3,1.22,3
9824287466,not_spam,1,3,126,92,0.0,21
8651141416,spam,217,77,44,3,2.76,5
9197251635,spam,175,85,37,13,1.67,2
6631585349,not_spam,0,1,260,32,0.04,11
8385806042,not_spam,0,6,224,27,0.01,14
8547414613,not_spam,2,6,124,41,0.01,11
8531931365,not_spam,0,10,478,79,0.05,12
8668157302,not_spam,2,4,375,88,0.02,15
6955103764,spam,356,95,56,7,3.21,6
9637208749,not_spam,0,8,183,76,0.0,8
9240092679,spam,303,70,60,12,4.42,5
8483497822,not_spam,1,3,499,58,0.03,19
9353382933,not_spam,1,5,195,25,0.04,21
9561688292,spam,136,24,49,9,3.84,6
7085888026,not_spam,1,2,373,30,0.01,8
9036710504,spam,324,73,9,2,3.81,6
8921090466,spam,201,49,21,13,2.65,5
6489611617,spam,428,83,5,3,4.18,5
6450273386,spam,231,98,21,4,3.58,5
7479554251,not_spam,2,5,181,84,0.05,15
8914322793,not_spam,1,9,451,83,0.0,15
8444671999,not_spam,1,5,238,42,0.04,8
9610652445,spam,320,75,16,13,4.18,6
8111989113,spam,333,100,60,15,1.69,3
7191423076,not_spam,1,8,496,72,0.02,10
6034439911,spam,365,77,35,5,1.34,1
